Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
60000,5500000,J. McClean,28,Republic of Ireland,74,74,West Bromwich Albion,2003,75.0,80.0,75.0,73.0,73.0,71.0,73.0,68.0,79.0,67.0,66.0,6.0,16.0,16.0,15.0,15.0,71.0,51.0,72.0,66.0,65.0,59.0,65.0,73.0,72.0,69.0,69.0,60.0,79.0,78.0,56.0,72.0,70.0,59.0,72.0,64.0,65.0,72.0,69.0,198489,72.0,66.0,64.0,69.0,65.0,72.0,73.0,71.0,73.0,67.0,LM,72.0,66.0,64.0,69.0,65.0,72.0,73.0,71.0,73.0,67.0,71.0
15000,7000000,Suk Hyun Jun,26,Korea Republic,74,76,ES Troyes AC,1776,62.0,78.0,60.0,46.0,76.0,68.0,58.0,68.0,75.0,72.0,67.0,7.0,10.0,12.0,7.0,8.0,73.0,29.0,67.0,47.0,73.0,25.0,61.0,74.0,68.0,59.0,85.0,22.0,65.0,77.0,37.0,82.0,58.0,68.0,67.0,49.0,51.0,70.0,62.0,195912,67.0,49.0,49.0,62.0,51.0,70.0,67.0,73.0,68.0,52.0,ST,67.0,49.0,49.0,62.0,51.0,70.0,67.0,73.0,68.0,52.0,73.0
7000,4900000,B. Hamid,26,United States,74,77,D.C. United,1128,42.0,31.0,34.0,46.0,20.0,32.0,15.0,15.0,11.0,12.0,12.0,75.0,72.0,67.0,73.0,75.0,11.0,19.0,68.0,26.0,20.0,10.0,23.0,15.0,72.0,35.0,18.0,12.0,41.0,25.0,18.0,65.0,36.0,14.0,,,,,,194904,,,,,,,,,,,GK,,,,,,,,,,,
0,0,T. Sainsbury,25,Australia,74,77,,1848,73.0,64.0,67.0,60.0,62.0,70.0,61.0,62.0,58.0,46.0,31.0,13.0,12.0,11.0,14.0,6.0,74.0,76.0,77.0,68.0,43.0,78.0,65.0,56.0,70.0,74.0,61.0,74.0,74.0,68.0,73.0,75.0,69.0,33.0,64.0,73.0,71.0,62.0,66.0,199000,64.0,72.0,73.0,66.0,71.0,62.0,64.0,61.0,62.0,70.0,CB,64.0,72.0,73.0,66.0,71.0,62.0,64.0,61.0,62.0,70.0,61.0
20000,7000000,R. Falk Jensen,25,Denmark,74,77,FC København,1770,84.0,59.0,91.0,87.0,75.0,68.0,71.0,53.0,77.0,69.0,36.0,10.0,9.0,16.0,12.0,10.0,53.0,38.0,83.0,49.0,59.0,22.0,53.0,76.0,63.0,66.0,65.0,13.0,81.0,84.0,19.0,60.0,70.0,57.0,71.0,42.0,49.0,72.0,64.0,201303,71.0,50.0,42.0,64.0,49.0,72.0,73.0,69.0,73.0,55.0,LM RM,71.0,50.0,42.0,64.0,49.0,72.0,73.0,69.0,73.0,55.0,69.0
42000,7500000,E. Cardona,24,Colombia,74,78,Boca Juniors,1910,62.0,79.0,71.0,57.0,77.0,69.0,73.0,80.0,76.0,70.0,81.0,15.0,10.0,7.0,11.0,15.0,60.0,47.0,47.0,70.0,85.0,37.0,64.0,74.0,61.0,74.0,86.0,36.0,60.0,65.0,32.0,81.0,72.0,75.0,73.0,52.0,59.0,72.0,69.0,192342,73.0,54.0,52.0,69.0,59.0,72.0,71.0,72.0,72.0,58.0,LW LM CAM,73.0,54.0,52.0,69.0,59.0,72.0,71.0,72.0,72.0,58.0,72.0
0,0,T. Sivok,33,Czech Republic,74,74,,1694,46.0,73.0,50.0,55.0,59.0,66.0,50.0,47.0,52.0,36.0,43.0,10.0,11.0,14.0,13.0,8.0,81.0,73.0,78.0,60.0,49.0,77.0,47.0,40.0,67.0,65.0,61.0,71.0,48.0,64.0,75.0,75.0,52.0,44.0,54.0,73.0,68.0,53.0,59.0,155989,54.0,66.0,73.0,59.0,68.0,53.0,54.0,54.0,52.0,64.0,CB,54.0,66.0,73.0,59.0,68.0,53.0,54.0,54.0,52.0,64.0,54.0
14000,4500000,D. Vera,32,Uruguay,74,74,Colon de Santa Fe,1799,70.0,62.0,75.0,65.0,73.0,69.0,67.0,53.0,72.0,74.0,43.0,7.0,14.0,15.0,9.0,16.0,82.0,33.0,72.0,55.0,67.0,21.0,73.0,74.0,66.0,71.0,75.0,23.0,61.0,75.0,16.0,77.0,66.0,77.0,70.0,46.0,50.0,71.0,64.0,182864,70.0,49.0,46.0,64.0,50.0,71.0,69.0,73.0,70.0,52.0,ST,70.0,49.0,46.0,64.0,50.0,71.0,69.0,73.0,70.0,52.0,73.0
21000,6500000,B. Dejaegere,26,Belgium,74,76,KAA Gent,2038,84.0,78.0,88.0,83.0,76.0,76.0,63.0,64.0,79.0,51.0,68.0,7.0,8.0,9.0,9.0,8.0,54.0,69.0,79.0,66.0,69.0,63.0,60.0,73.0,73.0,71.0,75.0,68.0,71.0,89.0,71.0,70.0,74.0,68.0,73.0,69.0,72.0,72.0,73.0,201043,73.0,71.0,69.0,73.0,72.0,72.0,73.0,68.0,72.0,72.0,RM LM CF CM,73.0,71.0,69.0,73.0,72.0,72.0,73.0,68.0,72.0,72.0,68.0
32000,8500000,F. Al Muwallad,22,Saudi Arabia,74,82,Al Ittihad,1867,93.0,69.0,79.0,63.0,70.0,69.0,67.0,56.0,76.0,71.0,48.0,12.0,13.0,13.0,7.0,11.0,58.0,45.0,82.0,55.0,70.0,30.0,69.0,66.0,69.0,67.0,80.0,28.0,93.0,84.0,30.0,59.0,65.0,69.0,71.0,48.0,54.0,72.0,65.0,208977,71.0,56.0,48.0,65.0,54.0,72.0,73.0,71.0,73.0,60.0,CAM ST LM RM,71.0,56.0,48.0,65.0,54.0,72.0,73.0,71.0,73.0,60.0,71.0
1000,5500000,S. Plavšić,21,Serbia,73,80,Sparta Praha,1685,93.0,27.0,85.0,89.0,78.0,43.0,69.0,67.0,72.0,60.0,31.0,9.0,13.0,13.0,8.0,7.0,43.0,23.0,69.0,35.0,69.0,17.0,54.0,69.0,73.0,67.0,81.0,22.0,84.0,83.0,23.0,45.0,61.0,46.0,69.0,36.0,45.0,71.0,61.0,240037,69.0,51.0,36.0,61.0,45.0,71.0,71.0,67.0,73.0,55.0,RM RW,69.0,51.0,36.0,61.0,45.0,71.0,71.0,67.0,73.0,55.0,67.0
0,0,M. Krmenčík,24,Czech Republic,73,78,,1723,73.0,78.0,70.0,57.0,71.0,59.0,55.0,56.0,69.0,74.0,53.0,7.0,7.0,9.0,15.0,13.0,73.0,23.0,58.0,43.0,63.0,18.0,67.0,76.0,71.0,64.0,69.0,20.0,75.0,63.0,25.0,82.0,60.0,66.0,67.0,46.0,48.0,70.0,59.0,205478,67.0,47.0,46.0,59.0,48.0,70.0,67.0,72.0,69.0,49.0,CF ST,67.0,47.0,46.0,59.0,48.0,70.0,67.0,72.0,69.0,49.0,72.0
18000,4500000,I. Diomandé,24,Ivory Coast,73,78,SM Caen,1854,63.0,77.0,66.0,74.0,70.0,69.0,59.0,56.0,69.0,47.0,40.0,16.0,8.0,10.0,15.0,9.0,69.0,73.0,68.0,67.0,68.0,72.0,42.0,32.0,70.0,75.0,75.0,70.0,70.0,74.0,74.0,75.0,58.0,43.0,63.0,72.0,72.0,62.0,67.0,203435,63.0,70.0,72.0,67.0,72.0,62.0,64.0,61.0,62.0,70.0,CDM,63.0,70.0,72.0,67.0,72.0,62.0,64.0,61.0,62.0,70.0,61.0
6000,3300000,Kim Seung Gyu,26,Korea Republic,73,75,Vissel Kobe,1090,36.0,27.0,38.0,56.0,20.0,64.0,14.0,16.0,12.0,12.0,12.0,72.0,70.0,69.0,76.0,72.0,11.0,25.0,68.0,24.0,19.0,12.0,12.0,16.0,68.0,30.0,11.0,12.0,36.0,16.0,18.0,61.0,35.0,14.0,,,,,,191655,,,,,,,,,,,GK,,,,,,,,,,,
19000,5500000,M. Veljković,21,Serbia,73,82,SV Werder Bremen,1571,54.0,62.0,49.0,61.0,64.0,70.0,39.0,31.0,52.0,23.0,24.0,15.0,7.0,15.0,11.0,11.0,68.0,75.0,73.0,64.0,22.0,74.0,37.0,37.0,72.0,69.0,42.0,70.0,55.0,67.0,76.0,75.0,47.0,30.0,53.0,72.0,69.0,50.0,60.0,221354,53.0,66.0,72.0,60.0,69.0,50.0,54.0,49.0,50.0,65.0,CDM CB,53.0,66.0,72.0,60.0,69.0,50.0,54.0,49.0,50.0,65.0,49.0
38000,6500000,I. Success,21,Nigeria,73,83,Watford,1785,80.0,45.0,73.0,57.0,79.0,63.0,73.0,56.0,77.0,69.0,54.0,8.0,15.0,14.0,8.0,10.0,64.0,20.0,82.0,55.0,58.0,22.0,68.0,72.0,68.0,68.0,80.0,24.0,88.0,65.0,33.0,84.0,61.0,55.0,70.0,46.0,50.0,73.0,63.0,222634,70.0,51.0,46.0,63.0,50.0,73.0,72.0,73.0,73.0,55.0,ST RM LM,70.0,51.0,46.0,63.0,50.0,73.0,72.0,73.0,73.0,55.0,73.0
17000,4600000,D. Machado,23,Colombia,73,79,KAA Gent,1887,84.0,65.0,74.0,81.0,69.0,67.0,72.0,38.0,71.0,55.0,32.0,13.0,12.0,8.0,12.0,11.0,63.0,65.0,91.0,59.0,54.0,64.0,57.0,68.0,68.0,70.0,55.0,70.0,86.0,84.0,71.0,60.0,64.0,41.0,68.0,67.0,67.0,67.0,67.0,220837,68.0,72.0,67.0,67.0,67.0,67.0,71.0,64.0,69.0,72.0,LM LB,68.0,72.0,67.0,67.0,67.0,67.0,71.0,64.0,69.0,72.0,64.0
11000,4700000,G. Shoji,24,Japan,73,79,Kashima Antlers,1607,75.0,70.0,49.0,69.0,58.0,69.0,35.0,32.0,44.0,29.0,34.0,9.0,7.0,9.0,12.0,12.0,72.0,71.0,76.0,68.0,28.0,73.0,32.0,29.0,59.0,67.0,42.0,70.0,85.0,81.0,75.0,76.0,31.0,28.0,49.0,72.0,68.0,48.0,56.0,232869,49.0,68.0,72.0,56.0,68.0,48.0,53.0,50.0,49.0,66.0,CB,49.0,68.0,72.0,56.0,68.0,48.0,53.0,50.0,49.0,66.0,50.0
17000,4100000,A. Behich,26,Australia,73,76,Bursaspor,1962,84.0,73.0,84.0,84.0,72.0,64.0,72.0,72.0,74.0,61.0,55.0,14.0,11.0,11.0,14.0,15.0,54.0,66.0,73.0,71.0,57.0,68.0,47.0,61.0,66.0,73.0,63.0,74.0,83.0,82.0,73.0,52.0,48.0,55.0,67.0,67.0,70.0,67.0,67.0,202157,67.0,72.0,67.0,67.0,70.0,67.0,71.0,65.0,70.0,73.0,RB LB,67.0,72.0,67.0,67.0,70.0,67.0,71.0,65.0,70.0,73.0,65.0
8000,550000,J. O'Shea,36,Republic of Ireland,73,73,Sunderland,1549,34.0,74.0,49.0,54.0,63.0,69.0,53.0,51.0,46.0,29.0,35.0,9.0,14.0,13.0,10.0,14.0,77.0,75.0,61.0,57.0,23.0,76.0,47.0,32.0,68.0,61.0,49.0,72.0,32.0,31.0,75.0,78.0,55.0,32.0,50.0,72.0,66.0,47.0,55.0,3484,50.0,62.0,72.0,55.0,66.0,47.0,49.0,48.0,47.0,59.0,CB,50.0,62.0,72.0,55.0,66.0,47.0,49.0,48.0,47.0,59.0,48.0
10000,5000000,F. Adi,26,Nigeria,73,76,Portland Timbers,1586,75.0,81.0,57.0,51.0,73.0,77.0,22.0,44.0,71.0,77.0,34.0,12.0,14.0,13.0,15.0,8.0,70.0,21.0,52.0,27.0,44.0,17.0,54.0,79.0,71.0,56.0,74.0,20.0,65.0,67.0,20.0,90.0,55.0,57.0,64.0,44.0,45.0,69.0,55.0,219806,64.0,42.0,44.0,55.0,45.0,69.0,62.0,72.0,64.0,44.0,ST,64.0,42.0,44.0,55.0,45.0,69.0,62.0,72.0,64.0,44.0,72.0
7000,550000,N. Johansson,37,Sweden,73,73,AIK Solna,1606,37.0,82.0,29.0,54.0,59.0,65.0,60.0,57.0,52.0,24.0,40.0,15.0,14.0,13.0,7.0,16.0,71.0,73.0,81.0,66.0,34.0,75.0,36.0,31.0,68.0,61.0,46.0,66.0,38.0,59.0,70.0,86.0,58.0,28.0,51.0,72.0,68.0,48.0,58.0,44960,51.0,63.0,72.0,58.0,68.0,48.0,52.0,47.0,48.0,62.0,LWB CB,51.0,63.0,72.0,58.0,68.0,48.0,52.0,47.0,48.0,62.0,47.0
37000,3900000,B. Bjarnason,29,Iceland,73,73,Aston Villa,1922,72.0,71.0,72.0,77.0,76.0,75.0,70.0,55.0,67.0,71.0,34.0,13.0,6.0,9.0,12.0,10.0,76.0,65.0,81.0,70.0,70.0,38.0,39.0,77.0,70.0,71.0,69.0,48.0,74.0,87.0,64.0,76.0,69.0,63.0,71.0,64.0,67.0,72.0,72.0,175789,71.0,66.0,64.0,72.0,67.0,72.0,72.0,72.0,72.0,67.0,RM CM CAM LM,71.0,66.0,64.0,72.0,67.0,72.0,72.0,72.0,72.0,67.0,72.0
18000,4700000,M. Tisserand,24,DR Congo,73,79,VfL Wolfsburg,1949,68.0,77.0,65.0,65.0,71.0,66.0,70.0,70.0,66.0,56.0,37.0,13.0,15.0,8.0,13.0,14.0,70.0,70.0,70.0,72.0,59.0,73.0,56.0,68.0,75.0,70.0,67.0,72.0,71.0,79.0,74.0,71.0,70.0,54.0,68.0,72.0,72.0,68.0,70.0,216247,68.0,72.0,72.0,70.0,72.0,68.0,69.0,67.0,68.0,72.0,CB,68.0,72.0,72.0,70.0,72.0,68.0,69.0,67.0,68.0,72.0,67.0
18000,3200000,N. Skubic,28,Slovenia,73,73,Atiker Konyaspor,1868,74.0,74.0,71.0,67.0,72.0,66.0,74.0,31.0,72.0,44.0,34.0,14.0,14.0,7.0,7.0,10.0,64.0,74.0,71.0,63.0,46.0,68.0,74.0,68.0,68.0,68.0,62.0,69.0,72.0,79.0,73.0,68.0,56.0,60.0,65.0,70.0,70.0,65.0,66.0,231095,65.0,72.0,70.0,66.0,70.0,65.0,68.0,63.0,66.0,72.0,RB,65.0,72.0,70.0,66.0,70.0,65.0,68.0,63.0,66.0,72.0,63.0
18000,4700000,R. Durmisi,23,Denmark,73,80,Real Betis Balompié,2027,85.0,89.0,79.0,91.0,71.0,64.0,75.0,72.0,73.0,53.0,71.0,10.0,6.0,6.0,11.0,11.0,66.0,64.0,81.0,63.0,67.0,67.0,40.0,60.0,65.0,70.0,85.0,69.0,85.0,90.0,65.0,61.0,72.0,54.0,69.0,68.0,69.0,69.0,69.0,211385,69.0,72.0,68.0,69.0,69.0,69.0,72.0,67.0,70.0,72.0,LWB LB,69.0,72.0,68.0,69.0,69.0,69.0,72.0,67.0,70.0,72.0,67.0
1000,5500000,D. Pelkas,23,Greece,73,79,PAOK Thessaloniki,1766,80.0,39.0,79.0,82.0,74.0,72.0,70.0,69.0,76.0,63.0,73.0,11.0,15.0,11.0,10.0,16.0,37.0,31.0,48.0,73.0,68.0,21.0,67.0,70.0,60.0,77.0,67.0,26.0,79.0,68.0,24.0,44.0,71.0,67.0,72.0,37.0,51.0,71.0,67.0,208053,72.0,50.0,37.0,67.0,51.0,71.0,72.0,65.0,72.0,55.0,CM LM RM CAM,72.0,50.0,37.0,67.0,51.0,71.0,72.0,65.0,72.0,55.0,65.0
8000,1600000,H. Yebda,33,Algeria,73,73,CF Os Belenenses,1838,34.0,88.0,46.0,54.0,69.0,69.0,59.0,48.0,67.0,47.0,59.0,11.0,10.0,13.0,16.0,13.0,76.0,74.0,49.0,70.0,68.0,61.0,74.0,60.0,73.0,74.0,83.0,69.0,34.0,65.0,74.0,79.0,65.0,56.0,64.0,72.0,72.0,63.0,69.0,138673,64.0,65.0,72.0,69.0,72.0,63.0,62.0,63.0,60.0,65.0,CM CDM,64.0,65.0,72.0,69.0,72.0,63.0,62.0,63.0,60.0,65.0,63.0
30000,4700000,J. Alonso,24,Paraguay,73,79,LOSC Lille,1654,58.0,76.0,54.0,54.0,62.0,70.0,57.0,34.0,56.0,38.0,27.0,15.0,11.0,15.0,9.0,7.0,72.0,72.0,61.0,56.0,46.0,71.0,33.0,49.0,66.0,60.0,58.0,73.0,64.0,68.0,74.0,82.0,51.0,25.0,55.0,72.0,67.0,55.0,59.0,220337,55.0,67.0,72.0,59.0,67.0,55.0,57.0,56.0,55.0,66.0,CB,55.0,67.0,72.0,59.0,67.0,55.0,57.0,56.0,55.0,66.0,56.0
5000,5000000,J. Mbakogu,24,Nigeria,73,76,Carpi,1828,92.0,61.0,82.0,65.0,74.0,78.0,53.0,71.0,67.0,74.0,56.0,13.0,16.0,12.0,13.0,11.0,70.0,16.0,90.0,45.0,60.0,15.0,73.0,70.0,71.0,59.0,68.0,25.0,85.0,77.0,25.0,83.0,66.0,70.0,68.0,44.0,47.0,71.0,60.0,200882,68.0,49.0,44.0,60.0,47.0,71.0,69.0,72.0,70.0,51.0,ST,68.0,49.0,44.0,60.0,47.0,71.0,69.0,72.0,70.0,51.0,72.0
11000,4000000,Y. Kobayashi,29,Japan,73,73,Kawasaki Frontale,1790,82.0,42.0,86.0,67.0,75.0,65.0,66.0,57.0,77.0,75.0,56.0,8.0,9.0,14.0,12.0,14.0,63.0,31.0,57.0,57.0,66.0,21.0,72.0,74.0,73.0,66.0,73.0,26.0,81.0,82.0,24.0,62.0,56.0,66.0,71.0,42.0,50.0,73.0,64.0,233138,71.0,52.0,42.0,64.0,50.0,73.0,72.0,72.0,73.0,56.0,LM RM ST,71.0,52.0,42.0,64.0,50.0,73.0,72.0,72.0,73.0,56.0,72.0
19000,4100000,P. Ankersen,26,Denmark,73,76,FC København,1950,85.0,58.0,75.0,76.0,70.0,61.0,71.0,65.0,67.0,60.0,63.0,13.0,16.0,7.0,15.0,13.0,58.0,67.0,60.0,64.0,66.0,69.0,42.0,67.0,68.0,70.0,74.0,67.0,83.0,89.0,69.0,61.0,63.0,59.0,68.0,66.0,68.0,69.0,68.0,208564,68.0,72.0,66.0,68.0,68.0,69.0,71.0,67.0,70.0,72.0,RB,68.0,72.0,66.0,68.0,68.0,69.0,71.0,67.0,70.0,72.0,67.0
31000,3600000,T. Šunjić,28,Bosnia Herzegovina,73,74,Dinamo Moscow,1470,48.0,74.0,38.0,30.0,33.0,62.0,35.0,30.0,30.0,24.0,33.0,16.0,7.0,9.0,14.0,13.0,77.0,74.0,69.0,44.0,28.0,74.0,50.0,23.0,60.0,45.0,64.0,71.0,63.0,69.0,75.0,92.0,30.0,28.0,36.0,72.0,60.0,38.0,43.0,201343,36.0,62.0,72.0,43.0,60.0,38.0,40.0,45.0,36.0,58.0,CB,36.0,62.0,72.0,43.0,60.0,38.0,40.0,45.0,36.0,58.0,45.0
7000,2300000,B. Guzan,32,United States,73,73,Atlanta United FC,1171,38.0,35.0,37.0,47.0,28.0,49.0,16.0,15.0,14.0,14.0,11.0,74.0,67.0,74.0,72.0,75.0,12.0,19.0,67.0,34.0,15.0,15.0,35.0,12.0,68.0,26.0,24.0,14.0,37.0,30.0,15.0,63.0,53.0,15.0,,,,,,164505,,,,,,,,,,,GK,,,,,,,,,,,
45000,3300000,K. Nordfeldt,28,Sweden,73,75,Swansea City,1189,55.0,24.0,58.0,46.0,24.0,18.0,11.0,20.0,14.0,13.0,11.0,73.0,66.0,66.0,74.0,78.0,13.0,23.0,83.0,26.0,12.0,13.0,13.0,15.0,70.0,41.0,19.0,15.0,52.0,33.0,13.0,74.0,30.0,11.0,,,,,,192129,,,,,,,,,,,GK,,,,,,,,,,,
13000,4400000,J. Okore,24,Denmark,73,77,Aalborg BK,1703,72.0,77.0,65.0,57.0,59.0,68.0,33.0,39.0,57.0,34.0,29.0,9.0,15.0,16.0,15.0,15.0,73.0,69.0,90.0,56.0,38.0,65.0,33.0,43.0,66.0,61.0,65.0,71.0,77.0,71.0,72.0,86.0,40.0,35.0,54.0,72.0,66.0,54.0,56.0,204163,54.0,66.0,72.0,56.0,66.0,54.0,55.0,57.0,53.0,63.0,CB,54.0,66.0,72.0,56.0,66.0,54.0,55.0,57.0,53.0,63.0,57.0
0,0,T. Hořava,29,Czech Republic,73,73,,1903,67.0,55.0,71.0,69.0,77.0,73.0,67.0,68.0,73.0,61.0,59.0,8.0,7.0,7.0,9.0,14.0,57.0,63.0,66.0,74.0,71.0,56.0,65.0,63.0,70.0,76.0,74.0,58.0,62.0,72.0,65.0,58.0,75.0,66.0,72.0,62.0,68.0,70.0,72.0,181123,72.0,65.0,62.0,72.0,68.0,70.0,71.0,67.0,70.0,67.0,CAM CDM CM,72.0,65.0,62.0,72.0,68.0,70.0,71.0,67.0,70.0,67.0,67.0
20000,2300000,J. Hansen,32,Denmark,73,73,FC Midtjylland,1250,41.0,31.0,48.0,64.0,25.0,56.0,18.0,16.0,12.0,13.0,12.0,,70.0,76.0,72.0,74.0,13.0,27.0,70.0,49.0,13.0,15.0,20.0,12.0,72.0,44.0,12.0,15.0,42.0,44.0,14.0,68.0,65.0,11.0,,,,,,132740,,,,,,,,,,,GK,,,,,,,,,,,
29000,4700000,K. Fatai,27,Nigeria,73,74,FC Ufa,1778,86.0,44.0,78.0,68.0,74.0,68.0,61.0,69.0,76.0,73.0,60.0,14.0,14.0,10.0,8.0,13.0,72.0,19.0,78.0,51.0,65.0,20.0,73.0,74.0,57.0,55.0,75.0,19.0,87.0,71.0,18.0,76.0,48.0,72.0,66.0,41.0,43.0,70.0,57.0,213380,66.0,47.0,41.0,57.0,43.0,70.0,68.0,72.0,70.0,49.0,RW ST,66.0,47.0,41.0,57.0,43.0,70.0,68.0,72.0,70.0,49.0,72.0
19000,3900000,S. Mitrović,27,Serbia,73,75,KAA Gent,1546,44.0,77.0,47.0,46.0,58.0,70.0,38.0,29.0,48.0,22.0,33.0,9.0,8.0,8.0,15.0,16.0,75.0,68.0,68.0,56.0,38.0,72.0,35.0,31.0,67.0,58.0,61.0,73.0,45.0,67.0,78.0,85.0,43.0,28.0,48.0,72.0,66.0,47.0,55.0,209547,48.0,63.0,72.0,55.0,66.0,47.0,48.0,49.0,45.0,61.0,CB,48.0,63.0,72.0,55.0,66.0,47.0,48.0,49.0,45.0,61.0,49.0
40000,2900000,M. Suttner,30,Austria,73,73,Brighton & Hove Albion,1985,74.0,68.0,75.0,72.0,72.0,72.0,,75.0,,48.0,81.0,10.0,13.0,15.0,7.0,15.0,59.0,69.0,74.0,65.0,70.0,69.0,38.0,51.0,74.0,73.0,75.0,71.0,74.0,78.0,72.0,69.0,65.0,63.0,68.0,69.0,71.0,66.0,69.0,169345,68.0,72.0,69.0,69.0,71.0,66.0,70.0,64.0,68.0,73.0,LWB LB,68.0,72.0,69.0,69.0,71.0,66.0,70.0,64.0,68.0,73.0,64.0
10000,3000000,H. Menosse,30,Uruguay,73,73,Granada CF,1593,60.0,85.0,34.0,72.0,52.0,64.0,36.0,35.0,30.0,28.0,40.0,10.0,15.0,6.0,14.0,7.0,78.0,70.0,64.0,60.0,23.0,72.0,55.0,27.0,65.0,55.0,65.0,68.0,66.0,71.0,72.0,83.0,39.0,36.0,44.0,72.0,65.0,45.0,51.0,216701,44.0,64.0,72.0,51.0,65.0,45.0,47.0,49.0,42.0,61.0,CB,44.0,64.0,72.0,51.0,65.0,45.0,47.0,49.0,42.0,61.0,49.0
19000,5500000,T. Foket,22,Belgium,73,79,KAA Gent,1966,82.0,66.0,75.0,73.0,72.0,69.0,73.0,69.0,73.0,50.0,57.0,14.0,6.0,11.0,13.0,10.0,56.0,69.0,76.0,69.0,62.0,69.0,49.0,68.0,71.0,70.0,67.0,71.0,78.0,83.0,70.0,65.0,68.0,61.0,69.0,68.0,70.0,68.0,70.0,208509,69.0,72.0,68.0,70.0,70.0,68.0,72.0,65.0,70.0,73.0,RB RM,69.0,72.0,68.0,70.0,70.0,68.0,72.0,65.0,70.0,73.0,65.0
11000,3000000,A. Jędrzejczyk,29,Poland,73,73,Legia Warszawa,1823,74.0,83.0,64.0,62.0,68.0,65.0,70.0,47.0,63.0,48.0,34.0,7.0,8.0,12.0,16.0,11.0,72.0,73.0,72.0,67.0,39.0,73.0,34.0,53.0,65.0,69.0,71.0,73.0,72.0,80.0,73.0,76.0,42.0,52.0,60.0,73.0,71.0,60.0,63.0,177790,60.0,72.0,73.0,63.0,71.0,60.0,64.0,62.0,62.0,71.0,RB,60.0,72.0,73.0,63.0,71.0,60.0,64.0,62.0,62.0,71.0,62.0
0,0,W. Faríñez,19,Venezuela,73,87,,1254,46.0,23.0,69.0,65.0,24.0,30.0,18.0,22.0,14.0,20.0,18.0,73.0,70.0,69.0,74.0,77.0,17.0,17.0,72.0,24.0,18.0,18.0,23.0,15.0,63.0,24.0,25.0,21.0,51.0,39.0,13.0,51.0,66.0,15.0,,,,,,228736,,,,,,,,,,,GK,,,,,,,,,,,
8000,2700000,T. Reginiussen,31,Norway,73,73,Rosenborg BK,1676,69.0,71.0,67.0,54.0,55.0,72.0,55.0,26.0,45.0,31.0,32.0,6.0,13.0,8.0,13.0,8.0,71.0,74.0,90.0,63.0,53.0,74.0,32.0,45.0,70.0,61.0,61.0,72.0,67.0,62.0,73.0,80.0,42.0,33.0,53.0,72.0,67.0,52.0,57.0,177280,53.0,68.0,72.0,57.0,67.0,52.0,55.0,54.0,53.0,65.0,CB,53.0,68.0,72.0,57.0,67.0,52.0,55.0,54.0,53.0,65.0,54.0
42000,5000000,C. McGregor,24,Scotland,73,77,Celtic,1786,75.0,60.0,79.0,74.0,74.0,74.0,63.0,69.0,73.0,67.0,45.0,15.0,10.0,8.0,8.0,13.0,42.0,41.0,42.0,66.0,65.0,42.0,58.0,69.0,65.0,75.0,64.0,42.0,75.0,85.0,46.0,56.0,72.0,48.0,72.0,50.0,59.0,70.0,69.0,211093,72.0,58.0,50.0,69.0,59.0,70.0,72.0,66.0,71.0,61.0,CDM CAM,72.0,58.0,50.0,69.0,59.0,70.0,72.0,66.0,71.0,61.0,66.0
0,0,S. Deli,25,Ivory Coast,73,77,,1824,74.0,64.0,70.0,60.0,65.0,72.0,56.0,48.0,62.0,38.0,49.0,11.0,8.0,8.0,12.0,10.0,74.0,66.0,73.0,55.0,58.0,69.0,53.0,38.0,71.0,64.0,72.0,77.0,78.0,71.0,78.0,79.0,67.0,46.0,61.0,72.0,68.0,60.0,63.0,228236,61.0,70.0,72.0,63.0,68.0,60.0,62.0,60.0,60.0,69.0,CDM CB,61.0,70.0,72.0,63.0,68.0,60.0,62.0,60.0,60.0,69.0,60.0
44000,4000000,A. Judge,28,Republic of Ireland,73,73,Brentford,1855,75.0,55.0,90.0,86.0,71.0,68.0,69.0,69.0,74.0,70.0,67.0,15.0,16.0,6.0,12.0,7.0,40.0,41.0,87.0,63.0,69.0,30.0,58.0,66.0,66.0,73.0,72.0,28.0,75.0,77.0,31.0,61.0,73.0,63.0,72.0,45.0,55.0,70.0,67.0,184471,72.0,53.0,45.0,67.0,55.0,70.0,71.0,67.0,72.0,57.0,LM CAM,72.0,53.0,45.0,67.0,55.0,70.0,71.0,67.0,72.0,57.0,67.0
